"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"1129",1129,675,"religious_education","experts",0.833333313465118,4,5,29,"male",2001,0.333333343267441,"some influence",3,4.5,2,3.5,5,"2011-03-21 21:08:34","2011-03-21 21:41:55",1,"REP","SPD",3,0
"1130",1130,282,"religious_education","experts",-0.16666667163372,3,3,54,"female",619,1,"some influence",3.33333325386047,2,2,3.5,3,"2011-03-18 15:01:54","2011-03-18 15:12:13",0,"SPD","SPD",4,1
"1131",1131,552,"religious_education","CDU",0,3,1,28,"male",522,0.333333343267441,"almost no influence",3.33333325386047,1,5,5,5,"2011-03-21 13:37:50","2011-03-21 13:46:32",1,"Pirate Party","no favoured party",0,0
"1132",1132,677,"central_exam","SPD",0.5,3,2,44,"male",599,0,"almost no influence",3,5,3,4.5,4.5,"2011-03-21 21:24:53","2011-03-21 21:34:52",0,"SPD","SPD",4,1
"1133",1133,677,"religious_education","SPD",1,4,5,44,"male",599,0,"almost no influence",3,5,3,4.5,4.5,"2011-03-21 21:24:53","2011-03-21 21:34:52",0,"SPD","SPD",4,1
"1134",1134,400,"nuclear_energy","experts",1,4,5,41,"female",457,1,"strong influence",4,5,3.5,3.5,3.5,"2011-03-19 06:38:57","2011-03-19 06:46:34",1,"CDU","CDU",4,1
"1135",1135,844,"religious_education","experts",0.666666686534882,3,4,55,"male",888,1,"strong influence",4,3.5,2,4,4,"2011-03-23 09:05:21","2011-03-23 09:20:09",1,"CDU","CDU",4,1
"1136",1136,203,"religious_education","SPD",0.333333343267441,3,2,53,"female",780,0.333333343267441,"some influence",2.66666674613953,2,2,3,4,"2011-03-18 11:51:47","2011-03-18 12:04:48",1,"Greens","Greens",3,1
"1137",1137,679,"religious_education","CDU",0.333333343267441,4,4,67,"female",1102,1.33333337306976,"some influence",3.66666674613953,2.5,2.5,3,4,"2011-03-21 21:48:34","2011-03-21 22:06:56",0,"Greens","Greens",4,1
"1138",1138,522,"religious_education","CDU",0,3,3,47,"female",404,1,"some influence",2.66666674613953,3.5,3,3,3.5,"2011-03-21 06:23:06","2011-03-21 06:29:50",1,"Greens","SPD",3,1
"1139",1139,562,"central_exam","experts",0.333333343267441,4,3,29,"female",446,0.666666686534882,"some influence",4,2.5,4,3.5,2,"2011-03-21 14:38:07","2011-03-21 14:45:33",1,"Greens","Greens",4,1
"1140",1140,315,"central_exam","experts",1,4,4,50,"male",463,1.33333337306976,"strong influence",3.66666674613953,5,2,5,2,"2011-03-18 16:32:43","2011-03-18 16:40:31",0,"CDU","CDU",5,1
"1141",1141,135,"nuclear_energy","CDU",0.666666686534882,4,5,46,"male",901,0,"some influence",4,2,2.5,4.5,2.5,"2011-03-18 06:31:15","2011-03-18 06:46:16",1,"Greens","Greens",4,1
"1142",1142,220,"religious_education","referendum",-1.33333337306976,3,1,62,"female",634,0,"almost no influence",2.66666674613953,3.5,2.5,3.5,4,"2011-03-18 12:32:49","2011-03-18 12:43:23",0,"SPD","SPD",4,1
"1143",1143,399,"central_exam","referendum",1,4,4,68,"female",1162,0.333333343267441,"don't know",4,2.5,3.5,4,4,"2011-03-19 06:15:54","2011-03-19 06:35:16",0,"CDU","CDU",4,1
"1144",1144,238,"nuclear_energy","referendum",1,4,5,65,"female",511,-0.333333343267441,"some influence",2.66666674613953,3.5,4.5,5,1.5,"2011-03-18 13:05:40","2011-03-18 13:14:11",0,"CDU","CDU",4,1
"1145",1145,114,"central_exam","party general",0.16666667163372,3,1,23,"male",523,0.333333343267441,"almost no influence",1.66666662693024,4.5,4,4,3.5,"2011-03-17 21:27:33","2011-03-17 21:36:16",0,"SPD","SPD",4,1
"1146",1146,840,"nuclear_energy","experts",0.5,4,4,44,"female",265,0.666666686534882,"some influence",3.66666674613953,3,4,3,2.5,"2011-03-23 08:37:51","2011-03-23 08:42:16",0,"SPD","SPD",3,1
"1147",1147,596,"central_exam","experts",0.16666667163372,3,2,39,"female",1595,0.333333343267441,"almost no influence",2.66666674613953,3.5,2.5,5,2.5,"2011-03-21 17:17:40","2011-03-21 17:44:15",1,"Pirate Party","Left Party",3,0
"1148",1148,793,"nuclear_energy","referendum",0.16666667163372,3,3,62,"male",2146,0,"strong influence",2.66666674613953,4,3,5,3,"2011-03-22 17:40:42","2011-03-22 18:16:28",0,"FDP","FDP",3,1
"1149",1149,56,"nuclear_energy","party general",0.666666686534882,4,5,35,"male",559,0,"almost no influence",3,3,2.5,4.5,4.5,"2011-03-17 17:36:41","2011-03-17 17:46:00",1,"SPD","no favoured party",0,0
"1150",1150,692,"central_exam","SPD",0,3,2,64,"female",814,0.333333343267441,"some influence",3.66666674613953,2,3.5,3.5,3.5,"2011-03-22 04:29:28","2011-03-22 04:43:02",0,"CDU","CDU",5,1
"1151",1151,651,"central_exam","SPD",-1,3,2,28,"male",669,0,"some influence",2.66666674613953,3.5,2.5,4.5,5,"2011-03-21 19:36:14","2011-03-21 19:47:23",1,"CDU","CDU",1,1
"1152",1152,837,"nuclear_energy","referendum",0,3,3,42,"female",443,1.66666662693024,"some influence",3.66666674613953,4,3,4,4.5,"2011-03-23 08:12:23","2011-03-23 08:19:46",1,"CDU","no favoured party",0,0
"1153",1153,882,"religious_education","party general",-0.333333343267441,3,1,64,"female",942,0.333333343267441,"almost no influence",4,2.5,4,4,3,"2011-03-23 14:16:29","2011-03-23 14:32:11",NA,"I would not vote","other",1,0
"1154",1154,650,"religious_education","party general",0.666666686534882,4,3,46,"female",596,1,"some influence",3.33333325386047,4,3.5,4,4.5,"2011-03-21 19:35:10","2011-03-21 19:45:06",1,"CDU","CDU",3,1
"1155",1155,104,"central_exam","referendum",0.16666667163372,3,2,47,"male",668,1,"almost no influence",3.66666674613953,3,2,3,4,"2011-03-17 20:21:30","2011-03-17 20:32:38",0,"SPD","SPD",4,1
"1156",1156,651,"religious_education","SPD",1,4,5,28,"male",669,0,"some influence",2.66666674613953,3.5,2.5,4.5,5,"2011-03-21 19:36:14","2011-03-21 19:47:23",1,"CDU","CDU",1,1
"1157",1157,542,"religious_education","referendum",0.16666667163372,3,3,25,"male",513,1,"some influence",3.33333325386047,2,4,2.5,2,"2011-03-21 12:51:45","2011-03-21 13:00:18",0,"Greens","Greens",4,1
"1158",1158,251,"central_exam","SPD",0.5,3,2,50,"female",1209,0,"almost no influence",3,4,2,4,3.5,"2011-03-18 13:33:24","2011-03-18 13:53:33",0,"I would not vote","other",0,1
"1159",1159,836,"central_exam","CDU",1,4,5,60,"male",811,1,"some influence",3.66666674613953,2,3,4.5,4,"2011-03-23 07:47:50","2011-03-23 08:01:22",1,"Greens","no favoured party",0,0
"1160",1160,895,"nuclear_energy","CDU",1,4,5,59,"male",760,0.333333343267441,"don't know",3,5,3,4,4.5,"2011-03-23 16:07:05","2011-03-23 16:19:45",1,"CDU","CDU",3,1
"1161",1161,259,"central_exam","party general",0.5,3,2,57,"female",951,1,"some influence",3.66666674613953,3,2.5,3.5,3.5,"2011-03-18 13:50:12","2011-03-18 14:06:03",0,"Greens","Greens",5,1
"1162",1162,700,"central_exam","referendum",-0.333333343267441,4,4,46,"female",773,0.333333343267441,"some influence",3.33333325386047,4,3.5,3.5,2.5,"2011-03-22 07:14:07","2011-03-22 07:27:00",0,"CDU","CDU",3,1
"1163",1163,165,"religious_education","referendum",0.333333343267441,3,1,30,"female",532,-0.333333343267441,"some influence",3.66666674613953,2.5,3,3.5,4.5,"2011-03-18 10:51:26","2011-03-18 11:00:18",0,"CDU","CDU",4,1
"1164",1164,149,"nuclear_energy","party general",-1.33333337306976,4,4,26,"female",621,1.66666662693024,"strong influence",3.66666674613953,2,2.5,3,4.5,"2011-03-18 09:23:24","2011-03-18 09:33:45",1,"Free Voters","no favoured party",0,0
"1165",1165,638,"religious_education","SPD",0.5,3,3,52,"male",928,-0.666666686534882,"strong influence",2.33333325386047,4,2,3,3,"2011-03-21 19:09:36","2011-03-21 19:25:04",0,"SPD","SPD",5,1
"1166",1166,298,"religious_education","experts",-1.5,4,5,53,"male",378,0.666666686534882,"almost no influence",3,2.5,3,2.5,3,"2011-03-18 15:44:31","2011-03-18 15:50:49",0,"SPD","SPD",3,1
"1167",1167,491,"nuclear_energy","CDU",0.333333343267441,4,4,23,"female",493,0.666666686534882,"some influence",3,3,2,3,4,"2011-03-20 12:57:42","2011-03-20 13:05:55",0,"SPD","SPD",3,1
"1168",1168,855,"central_exam","referendum",-0.16666667163372,3,4,43,"female",424,0.666666686534882,"almost no influence",3,2.5,3.5,4,3,"2011-03-23 10:05:31","2011-03-23 10:12:40",0,"Greens","Greens",3,1
"1169",1169,728,"nuclear_energy","SPD",0.16666667163372,3,4,68,"male",704,0.666666686534882,"almost no influence",2.66666674613953,3,2,4,3,"2011-03-22 11:41:22","2011-03-22 11:53:06",0,"CDU","CDU",4,1
"1170",1170,218,"central_exam","CDU",0,3,1,64,"female",844,1.33333337306976,"some influence",3.33333325386047,4,2.5,4,4,"2011-03-18 12:29:06","2011-03-18 12:43:11",1,"Greens","Greens",4,1
"1171",1171,738,"central_exam","referendum",0.666666686534882,4,5,49,"female",693,1,"almost no influence",3.33333325386047,4,2.5,4.5,5,"2011-03-22 12:54:12","2011-03-22 13:05:45",0,"CDU","CDU",4,1
"1172",1172,833,"religious_education","CDU",0.666666686534882,4,3,47,"female",585,1.66666662693024,"some influence",3.33333325386047,4,2.5,3,3.5,"2011-03-23 07:24:22","2011-03-23 07:34:07",0,"Greens","SPD",3,1
"1173",1173,116,"central_exam","SPD",0.333333343267441,3,3,55,"male",571,0.666666686534882,"some influence",3,3,2.5,3,3,"2011-03-17 21:36:11","2011-03-17 21:45:42",1,"Left Party","Left Party",3,1
"1174",1174,295,"central_exam","party general",0.833333313465118,4,3,52,"male",1336,-0.666666686534882,"almost no influence",2.66666674613953,2,3,3.5,4.5,"2011-03-18 15:43:01","2011-03-18 16:05:17",NA,"I would not vote","no favoured party",0,0
"1175",1175,790,"religious_education","experts",0,3,1,58,"female",1869,0.333333343267441,"some influence",3.66666674613953,3,4,3.5,2,"2011-03-22 17:38:30","2011-03-22 18:09:39",0,"SPD","SPD",3,1
"1176",1176,229,"central_exam","experts",0.666666686534882,4,3,21,"female",925,1,"strong influence",3.33333325386047,3,3,2.5,4.5,"2011-03-18 12:42:49","2011-03-18 12:58:14",1,"CDU","CDU",3,1
"1177",1177,845,"religious_education","experts",1,4,5,54,"female",843,1,"almost no influence",4,2,3,4.5,3,"2011-03-23 09:06:10","2011-03-23 09:20:13",0,"Left Party","Left Party",3,1
"1178",1178,735,"central_exam","referendum",0.333333343267441,3,3,44,"male",538,1,"strong influence",3.66666674613953,3,4,3,3,"2011-03-22 12:32:17","2011-03-22 12:41:15",0,"FDP","FDP",4,1
"1179",1179,609,"nuclear_energy","party general",0.666666686534882,4,5,45,"male",402,1.66666662693024,"almost no influence",3,1,4.5,3.5,4,"2011-03-21 17:41:01","2011-03-21 17:47:43",1,"Ecological Party","other",2,1
"1180",1180,480,"central_exam","CDU",0.5,3,2,63,"female",573,1,"almost no influence",4,4.5,3.5,2.5,5,"2011-03-20 10:23:37","2011-03-20 10:33:10",1,"Free Voters","other",2,0
"1181",1181,760,"religious_education","experts",0.16666667163372,4,4,51,"female",609,1,"almost no influence",3.66666674613953,4,2,3,2,"2011-03-22 14:20:38","2011-03-22 14:30:47",0,"Left Party","Left Party",4,1
"1182",1182,575,"central_exam","party general",0.666666686534882,4,4,31,"female",1914,0.333333343267441,"strong influence",4,3.5,1.5,4.5,3.5,"2011-03-21 16:09:27","2011-03-21 16:41:21",1,"SPD","SPD",3,1
"1183",1183,542,"nuclear_energy","referendum",0.833333313465118,3,5,25,"male",513,1,"some influence",3.33333325386047,2,4,2.5,2,"2011-03-21 12:51:45","2011-03-21 13:00:18",0,"Greens","Greens",4,1
"1184",1184,585,"central_exam","referendum",0.5,4,2,37,"female",453,1.33333337306976,"some influence",2.66666674613953,4.5,4,4.5,3.5,"2011-03-21 16:45:46","2011-03-21 16:53:19",0,"Greens","Greens",4,1
"1185",1185,876,"religious_education","CDU",0.333333343267441,3,3,19,"female",1000,0.333333343267441,"strong influence",3.66666674613953,3.5,3,3.5,3,"2011-03-23 13:17:36","2011-03-23 13:34:16",0,"CDU","CDU",4,1
"1186",1186,730,"central_exam","SPD",0.666666686534882,3,4,63,"female",678,0.333333343267441,"almost no influence",3.33333325386047,4,2.5,4,4,"2011-03-22 12:06:18","2011-03-22 12:17:36",1,"CDU","CDU",3,0
"1187",1187,738,"religious_education","referendum",-2.33333325386047,4,5,49,"female",693,1,"almost no influence",3.33333325386047,4,2.5,4.5,5,"2011-03-22 12:54:12","2011-03-22 13:05:45",0,"CDU","CDU",4,1
"1188",1188,435,"central_exam","referendum",0.5,3,4,25,"female",438,0.666666686534882,"strong influence",3,3.5,3.5,3,4,"2011-03-19 11:49:01","2011-03-19 11:56:19",1,"CDU","FDP",3,1
"1189",1189,113,"central_exam","party general",0.16666667163372,3,3,30,"female",560,0.333333343267441,"some influence",2.33333325386047,4.5,4,3.5,4.5,"2011-03-17 21:20:01","2011-03-17 21:29:22",1,"SPD","SPD",3,0
"1190",1190,234,"religious_education","CDU",-1,3,1,54,"female",695,1,"almost no influence",3.66666674613953,4,2,4.5,2.5,"2011-03-18 13:03:08","2011-03-18 13:14:43",NA,"I would not vote","other",3,0
"1191",1191,207,"central_exam","CDU",1,4,5,55,"female",500,1,"some influence",3.33333325386047,1.5,2.5,2.5,3.5,"2011-03-18 12:00:40","2011-03-18 12:09:00",1,"SPD","SPD",4,1
"1192",1192,398,"nuclear_energy","experts",0,3,3,56,"male",840,0.333333343267441,"strong influence",2.33333325386047,4.5,1,4,2.5,"2011-03-19 05:05:13","2011-03-19 05:19:14",0,"CDU","CDU",5,1
"1193",1193,59,"nuclear_energy","party general",1,4,5,29,"male",389,-0.333333343267441,"almost no influence",3.66666674613953,3.5,2.5,4.5,2.5,"2011-03-17 17:42:20","2011-03-17 17:48:49",0,"SPD","SPD",3,1
"1194",1194,574,"nuclear_energy","referendum",1,4,4,46,"male",603,-0.666666686534882,"some influence",3.33333325386047,2.5,4,4.5,5,"2011-03-21 16:05:33","2011-03-21 16:15:41",1,"Pirate Party","Greens",3,1
"1195",1195,219,"religious_education","SPD",0.666666686534882,4,3,45,"male",737,1,"some influence",3.66666674613953,3.5,2.5,3.5,3,"2011-03-18 12:32:04","2011-03-18 12:44:22",0,"SPD","SPD",4,1
"1196",1196,131,"religious_education","SPD",0.333333343267441,4,2,44,"female",608,1,"strong influence",3.33333325386047,4,2.5,3,4,"2011-03-18 04:39:12","2011-03-18 04:49:20",0,"Greens","Greens",5,1
"1197",1197,872,"nuclear_energy","SPD",0.333333343267441,4,5,54,"male",944,0.333333343267441,"strong influence",2.66666674613953,4,1.5,3,3,"2011-03-23 12:45:55","2011-03-23 13:01:39",0,"SPD","SPD",5,1
"1198",1198,81,"nuclear_energy","CDU",0.333333343267441,3,3,22,"female",490,1,"strong influence",2,4,3,4,2,"2011-03-17 19:03:28","2011-03-17 19:11:39",0,"FDP","FDP",4,1
"1199",1199,452,"nuclear_energy","SPD",1,4,5,53,"male",847,1,"some influence",2.66666674613953,2.5,3,4,3.5,"2011-03-19 16:14:43","2011-03-19 16:28:50",1,"Free Voters","SPD",4,1
"1200",1200,566,"religious_education","SPD",1,4,3,53,"female",479,1,"some influence",3,3,2.5,3.5,3.5,"2011-03-21 15:42:30","2011-03-21 15:50:29",0,"FDP","FDP",3,0
"1201",1201,821,"nuclear_energy","referendum",1,4,5,52,"female",1031,1.33333337306976,"some influence",3.66666674613953,4,3,4.5,5,"2011-03-22 22:13:18","2011-03-22 22:30:30",0,"Greens","Greens",4,1
"1202",1202,547,"religious_education","experts",0.333333343267441,3,4,22,"male",646,1.33333337306976,"strong influence",3,4,2,3.5,4,"2011-03-21 13:18:24","2011-03-21 13:29:10",0,"Greens","Greens",4,1
"1203",1203,162,"central_exam","CDU",0.5,3,3,54,"female",976,1,"some influence",3.66666674613953,3,1.5,3,2,"2011-03-18 10:44:09","2011-03-18 11:00:25",1,"REP","SPD",3,1
"1204",1204,95,"religious_education","party general",1,4,5,31,"female",587,0,"almost no influence",2.66666674613953,2.5,4,4,3,"2011-03-17 19:40:13","2011-03-17 19:50:00",0,"CDU","CDU",4,1
"1205",1205,259,"nuclear_energy","party general",0.666666686534882,3,4,57,"female",951,1,"some influence",3.66666674613953,3,2.5,3.5,3.5,"2011-03-18 13:50:12","2011-03-18 14:06:03",0,"Greens","Greens",5,1
"1206",1206,175,"nuclear_energy","SPD",1,4,5,68,"male",1015,1,"some influence",3.33333325386047,3.5,3,4,3,"2011-03-18 11:26:27","2011-03-18 11:43:22",0,"SPD","SPD",5,1
"1207",1207,126,"central_exam","referendum",0.333333343267441,3,2,48,"female",604,0,"some influence",3,2,1.5,2.5,5,"2011-03-17 22:47:13","2011-03-17 22:57:18",1,"FDP","FDP",3,0
"1208",1208,613,"nuclear_energy","experts",0.333333343267441,4,5,35,"male",332,0.666666686534882,"almost no influence",3,3,3,3,3,"2011-03-21 17:49:57","2011-03-21 17:55:29",1,"Free Voters","other",1,0
"1209",1209,309,"nuclear_energy","party general",0.666666686534882,4,5,28,"male",373,1,"some influence",3.33333325386047,3,2.5,4,3.5,"2011-03-18 16:13:58","2011-03-18 16:20:12",1,"SPD","SPD",3,1
"1210",1210,83,"central_exam","experts",0.5,3,2,65,"male",761,1,"strong influence",4,4,1,5,5,"2011-03-17 19:11:11","2011-03-17 19:23:52",0,"CDU","CDU",5,1
"1211",1211,121,"nuclear_energy","experts",-0.333333343267441,3,4,63,"male",820,0.333333343267441,"almost no influence",3,5,1,4.5,5,"2011-03-17 22:07:53","2011-03-17 22:21:33",NA,"I would not vote","other",3,0
"1212",1212,139,"religious_education","referendum",1,4,5,50,"male",836,0.333333343267441,"strong influence",1.66666662693024,3.5,5,3.5,2.5,"2011-03-18 08:29:00","2011-03-18 08:42:57",0,"SPD","SPD",4,1
"1213",1213,108,"religious_education","experts",0.666666686534882,4,4,28,"male",704,0.666666686534882,"strong influence",3,3.5,2,4,4,"2011-03-17 20:48:40","2011-03-17 21:00:24",1,"Pirate Party","SPD",3,1
"1214",1214,136,"religious_education","experts",0.5,4,3,47,"male",408,0,"almost no influence",2.33333325386047,3,2.5,4,2.5,"2011-03-18 06:38:44","2011-03-18 06:45:38",0,"CDU","CDU",4,1
"1215",1215,530,"nuclear_energy","CDU",0,3,4,29,"male",548,1.33333337306976,"some influence",4.33333349227905,1.5,3,2,2,"2011-03-21 09:59:24","2011-03-21 10:08:32",1,"Greens","FDP",2,0
"1216",1216,752,"central_exam","referendum",0.666666686534882,4,2,45,"female",897,0,"some influence",2,4,1.5,4,4,"2011-03-22 13:44:58","2011-03-22 13:59:55",1,"Greens","no favoured party",0,0
"1217",1217,96,"central_exam","party general",0.5,3,3,44,"male",872,1,"some influence",3.66666674613953,4.5,1.5,5,3.5,"2011-03-17 19:44:16","2011-03-17 19:58:48",1,"SPD","SPD",4,1
"1218",1218,854,"central_exam","referendum",0.333333343267441,3,3,49,"male",478,0,"almost no influence",3,2,3.5,4,4.5,"2011-03-23 10:05:09","2011-03-23 10:13:07",0,"SPD","SPD",4,1
"1219",1219,317,"central_exam","experts",0.5,4,2,42,"male",1484,1.33333337306976,"some influence",4.33333349227905,3,2.5,4,3,"2011-03-18 16:37:39","2011-03-18 17:02:23",1,"REP","DVU/REP/NPD",4,1
"1220",1220,264,"religious_education","referendum",-0.333333343267441,3,2,27,"male",458,1.66666662693024,"some influence",3.66666674613953,2,2.5,3,4,"2011-03-18 13:58:02","2011-03-18 14:05:40",1,"SPD","no favoured party",0,0
"1221",1221,492,"religious_education","party general",1,4,5,49,"female",1121,1,"some influence",2.66666674613953,4.5,2.5,3.5,3.5,"2011-03-20 13:00:56","2011-03-20 13:19:37",1,"Pirate Party","CDU",3,0
"1222",1222,49,"nuclear_energy","experts",0.666666686534882,4,4,19,"female",949,1,"some influence",3.33333325386047,4.5,2,3,4.5,"2011-03-17 17:11:02","2011-03-17 17:26:51",1,"Greens","no favoured party",0,0
"1223",1223,44,"central_exam","experts",0.333333343267441,3,2,39,"male",455,0,"strong influence",3,2.5,2.5,3.5,2.5,"2011-03-17 16:55:02","2011-03-17 17:02:38",0,"CDU","CDU",3,1
"1224",1224,89,"religious_education","experts",0.666666686534882,4,3,38,"male",526,0.333333343267441,"some influence",3.66666674613953,3,2,4,3.5,"2011-03-17 19:32:12","2011-03-17 19:40:59",0,"Greens","CDU",4,1
"1225",1225,821,"central_exam","referendum",0.666666686534882,3,3,52,"female",1031,1.33333337306976,"some influence",3.66666674613953,4,3,4.5,5,"2011-03-22 22:13:18","2011-03-22 22:30:30",0,"Greens","Greens",4,1
"1226",1226,240,"central_exam","SPD",-0.833333313465118,3,2,47,"male",914,0,"strong influence",3.33333325386047,4,3,4,4,"2011-03-18 13:10:46","2011-03-18 13:26:00",1,"NPD","DVU/REP/NPD",4,1
"1227",1227,63,"religious_education","experts",0,3,2,45,"male",1395,0,"strong influence",3,3.5,2.5,4.5,2.5,"2011-03-17 17:51:07","2011-03-17 18:14:22",1,"Left Party","CDU",3,1
"1228",1228,475,"nuclear_energy","SPD",0.833333313465118,3,4,62,"male",720,0,"some influence",3.33333325386047,4,2,3,3.5,"2011-03-20 09:26:36","2011-03-20 09:38:36",0,"CDU","CDU",4,1
"1229",1229,224,"nuclear_energy","party general",1,4,5,34,"female",572,0.333333343267441,"strong influence",3.33333325386047,3,3,3.5,4,"2011-03-18 12:36:40","2011-03-18 12:46:12",0,"SPD","SPD",4,1
"1230",1230,213,"religious_education","referendum",1,4,5,55,"male",385,-0.666666686534882,"almost no influence",4,3,1.5,3,3,"2011-03-18 12:10:34","2011-03-18 12:16:59",0,"NPD","DVU/REP/NPD",4,1
"1231",1231,442,"religious_education","party general",1,4,4,45,"male",1000,0.333333343267441,"some influence",2.66666674613953,3.5,2,4.5,3.5,"2011-03-19 13:35:21","2011-03-19 13:52:01",1,"SPD","CDU",3,0
"1232",1232,766,"religious_education","experts",0,3,1,69,"female",751,0,"strong influence",3.33333325386047,4.5,2,5,5,"2011-03-22 15:52:36","2011-03-22 16:05:07",0,"CDU","CDU",3,1
